
	95	154	71	 72	 18	 55
	43	171	156	 62	 40	 60
	215	204	166	 12	 20	 80
	114	192	182	 62	 35	 70
	109	90	130	 46	  8	 40
	40	97	6	 72	 10	 35
	130	41	49	 32	 11	 30
	131	121	142	 46	  5	 50
	147	133	163	 46	  8	 55
	162	145	182	 46	 11	 60
	189	171	211	 46	 14	 70
	105	93	119	 46	  5	 40
	134	119	152	 46	  8	 50
	150	131	171	 46	 11	 55
	165	143	189	 46	 14	 60
	92	78	108	 46	  5	 35
	109	90	130	 46	  8	 40
	137	117	161	 46	 11	 50
	152	129	179	 46	 14	 55
	79	63	97	 46	  5	 30
	97	75	120	 46	  8	 35
	113	87	141	 46	 11	 40
	140	114	169	 46	 14	 50
	55	30	78	 46	  5	 20
	85	59	111	 46	  8	 30
	101	71	131	 46	 11	 35
	117	84	150	 46	 14	 40
	215	204	166	 12	 20	 80
	233	217	161	 12	 30	 85
	249	230	157	 12	 40	 90
	255	242	154	 12	 50	 95
	203	191	150	 12	 20	 75
	221	204	143	 12	 30	 80
	238	217	137	 12	 40	 85
	254	230	133	 12	 50	 90
	179	165	114	 12	 20	 65
	209	191	123	 12	 30	 75
	226	204	115	 12	 40	 80
	243	217	108	 12	 50	 85
	155	138	70	 12	 20	 55
	186	165	76	 12	 30	 65
	215	191	90	 12	 40	 75
	231	204	79	 12	 50	 80
	132	111	0	 12	 20	 45
	163	138	0	 12	 30	 55
	192	165	0	 12	 40	 65
	220	191	35	 12	 50	 75
	6	110	125	 56	 26	 40
	159	147	174	 46	  8	 60
	225	80	32	 26	 30	 50
	170	139	203	 46	 20	 60
	124	77	167	 46	 20	 40
	189	54	0	 26	 22	 40
	139	97	0	 12	 40	 40
	215	178	0	 12	 60	 70
	201	126	0	 15	 45	 55
	118	107	131	 46	  5	 45
	91	116	122	 56	 10	 45
