
	 10.00	  0.00	 10.00	  0.950	  1.000	  1.089
	 10.00	  0.00	 32.50	 10.039	 10.563	 11.501
	 10.00	  0.00	 55.00	 28.752	 30.250	 32.937
	 10.00	  0.00	 77.50	 57.088	 60.063	 65.398
	 10.00	  0.00	100.00	 95.047	100.000	108.883
	 10.00	 15.00	 95.00	 83.923	 90.250	 82.838
	 10.00	 45.00	 95.00	 80.208	 90.250	 51.981
	 10.00	 75.00	 95.00	 76.493	 90.250	 21.123
	 12.00	 20.00	 70.00	 45.734	 49.000	 33.347
	 12.00	 45.00	 70.00	 44.685	 49.000	  8.339
	 12.00	 19.00	 45.00	 18.450	 20.250	  3.043
	 22.00	 12.00	 85.00	 71.472	 72.250	 68.232
	 22.00	 23.00	 85.00	 74.039	 72.250	 58.666
	 22.00	 16.00	 65.00	 43.892	 42.250	 32.089
	 22.00	 32.00	 65.00	 47.626	 42.250	 18.175
	 22.00	 46.00	 65.00	 50.893	 42.250	  6.000
	 22.00	 22.00	 45.00	 24.381	 20.250	  2.917
	 31.00	 14.00	 84.00	 74.410	 70.560	 69.192
	 31.00	 15.00	 65.00	 48.027	 42.250	 37.822
	 31.00	 28.00	 65.00	 54.846	 42.250	 30.732
	 31.00	 18.00	 50.00	 33.205	 25.000	 17.403
	 31.00	 37.00	 50.00	 43.172	 25.000	  7.041
	 32.00	 12.00	 30.00	 13.910	  9.000	  5.606
	 41.00	 20.00	 80.00	 68.759	 64.000	 76.885
	 41.00	 22.00	 50.00	 32.483	 25.000	 35.140
	 41.00	 42.50	 50.00	 40.610	 25.000	 42.520
	 41.00	 63.50	 50.00	 48.935	 25.000	 50.080
	 41.00	 11.00	 37.00	 17.373	 13.690	 18.866
	 41.00	 25.00	 35.00	 21.554	 12.250	 22.338
	 46.00	 12.00	 90.00	 80.966	 81.000	103.603
	 46.50	 20.00	 65.00	 46.518	 42.250	 75.507
	 46.00	 41.00	 65.00	 53.748	 42.250	 98.647
	 45.50	 20.00	 42.00	 23.680	 17.640	 40.845
	 45.50	 40.00	 42.00	 30.594	 17.640	 62.483
	 45.50	 61.00	 42.00	 37.853	 17.640	 85.203
	 53.00	 25.00	 85.00	 68.002	 72.250	 96.073
	 53.00	 26.00	 65.00	 39.461	 42.250	 64.105
	 53.00	 52.00	 65.00	 38.765	 42.250	 82.206
	 53.00	 78.00	 65.00	 38.069	 42.250	100.308
	 53.00	 24.00	 40.00	 14.565	 16.000	 34.131
	 52.00	 41.00	 38.00	 14.888	 14.440	 52.415
	 62.00	 30.00	 87.00	 64.893	 75.690	 84.302
	 61.50	 60.00	 87.00	 58.902	 75.690	 88.677
	 61.00	100.00	 87.00	 51.851	 75.690	 96.914
	 62.00	 26.00	 65.00	 34.049	 42.250	 47.639
	 62.00	 53.00	 65.00	 27.706	 42.250	 49.339
	 62.00	 24.00	 44.00	 12.763	 19.360	 22.590
	 71.00	 12.00	 90.00	 70.556	 81.000	 75.374
	 71.00	 26.00	 90.00	 63.051	 81.000	 60.416
	 71.00	 41.00	 90.00	 55.011	 81.000	 44.389
	 71.00	 18.00	 65.00	 30.509	 42.250	 26.771
	 71.00	 35.00	 65.00	 21.396	 42.250	  8.608
	 71.00	 16.00	 45.00	 10.671	 20.250	  4.954

